icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,squawk,spi,position_source
3c5428,BCS8AA  ,Germany,1759789098,1759789098,8.7191,45.639,,TRUE,0,67.5,,,1000,FALSE,0
3c5427,BCS8TH  ,Germany,1759789098,1759789098,12.192,50.7324,4000.5,FALSE,177.8,23.9,-7.8,4122.42,1000,FALSE,0
a9adef,N7224S  ,United States,1759788888,1759788888,-93.6311,45.6065,510.54,FALSE,47.35,162.94,-2.6,548.64,,FALSE,0
aa3173,N756MN  ,United States,1759789097,1759789098,-117.6831,47.7455,1592.58,FALSE,57.16,2.58,0.33,1661.16,,FALSE,0
a76154,DAL684  ,United States,1759789094,1759789097,-73.8159,40.6491,,TRUE,0,213.75,,,,FALSE,0
e49374,PRRDG   ,Brazil,1759789098,1759789098,-48.0455,-22.3783,12153.9,FALSE,205.75,123.89,-5.53,12824.46,,FALSE,0
e48044,TAM3757 ,Brazil,1759788937,1759788937,-47.9076,-15.8633,,TRUE,7.2,132.19,,,,FALSE,0
e48045,TAM3569 ,Brazil,1759789096,1759789096,-56.5828,-14.8736,10668,FALSE,221.19,134.25,0,11330.94,,FALSE,0
c0701b,CGQLU   ,Canada,1759789097,1759789097,-122.9569,49.0894,251.46,FALSE,41.87,132.51,0.33,289.56,,FALSE,0
a8e45c,NKS1671 ,United States,1759789098,1759789098,-81.7321,27.9945,3840.48,FALSE,155.87,9.31,-9.1,4046.22,7231,FALSE,0
a043d3,N116PS  ,United States,1759789098,1759789098,-112.2742,33.7787,1874.52,FALSE,108.04,89.18,0,1882.14,,FALSE,0
0d0b78,VIV731  ,Mexico,1759789098,1759789098,-98.7789,26.1062,8602.98,FALSE,237.74,254.82,-13.98,9151.62,7577,FALSE,0
408064,WUK5611 ,United Kingdom,1759789098,1759789098,25.9812,38.185,11285.22,FALSE,230.23,139.44,0,11681.46,7503,FALSE,0
a90483,N680PG  ,United States,1759789098,1759789098,-93.3857,44.8114,525.78,FALSE,54.64,318.05,-3.25,563.88,2442,FALSE,0
ac1b8b,WSN24   ,United States,1759789097,1759789097,-120.3662,37.1753,3390.9,FALSE,88.39,126,-0.33,3474.72,,FALSE,0
408067,EXS5PV  ,United Kingdom,1759789098,1759789098,20.2719,45.1528,10972.8,FALSE,231.26,324.51,0.33,11018.52,6005,FALSE,0
3c5433,BCS7JG  ,Germany,1759789098,1759789098,12.1781,51.2139,3078.48,FALSE,147.43,72.96,-7.48,3215.64,1000,FALSE,0
ae5b67,RANGR44 ,United States,1759789080,1759789097,-89.9966,31.4465,3116.58,FALSE,142.37,109.42,-6.83,3261.36,7731,FALSE,0
40804d,WUK9109 ,United Kingdom,1759789097,1759789098,21.668,48.1035,10965.18,FALSE,233.75,296.4,0.98,10957.56,6104,FALSE,0
40804e,WUK747  ,United Kingdom,1759789098,1759789098,0.8763,51.1756,5905.5,FALSE,223.1,93.17,5.53,6248.4,4701,FALSE,0
408059,,United Kingdom,,1759788928,,,12184.38,FALSE,245.61,28.39,0,,6227,FALSE,0
a7615f,DAL26   ,United States,1759789098,1759789098,-91.8277,35.981,12496.8,FALSE,276.91,122.1,0,13106.4,2633,FALSE,0
a5df05,N478CA  ,United States,1759789098,1759789098,-116.9114,33.1773,1653.54,FALSE,59.61,248.75,-0.65,1653.54,,FALSE,0
0d0b89,LET5055 ,Mexico,1759789098,1759789098,-122.179,37.5569,952.5,FALSE,99.78,281.6,0.33,922.02,,FALSE,0
408051,EZY65RF ,United Kingdom,1759789098,1759789098,-1.4487,49.438,11582.4,FALSE,233.79,17.68,0,12131.04,7440,FALSE,0
408052,EZY45GK ,United Kingdom,1759789098,1759789098,-4.915,55.2248,4861.56,FALSE,218.61,27.77,-10.4,5082.54,4636,FALSE,0
a7b13b,DAL337  ,United States,1759789098,1759789098,-83.6592,41.2862,7239,FALSE,217.65,196.34,10.4,7551.42,7401,FALSE,0
3c542c,BCS9TC  ,Germany,1759789098,1759789098,5.3819,49.469,10652.76,FALSE,231.22,63.43,1.3,11132.82,1000,FALSE,0
abfb7c,EJA871  ,United States,1759789098,1759789098,-97.6142,35.3341,1264.92,FALSE,117.6,205.11,9.75,1303.02,,FALSE,0
c87f39,KNG53   ,New Zealand,1759788987,1759789022,175.2977,-40.0771,1104.9,FALSE,89.14,80.7,-5.53,1005.84,,FALSE,0
40803e,TOM475  ,United Kingdom,1759789098,1759789098,5.2139,45.9695,11582.4,FALSE,201.31,333.43,0,12108.18,4045,FALSE,0
3c6702,DLH446  ,Germany,1759788937,1759788937,-104.6731,39.8544,,TRUE,1.29,177.19,,,1362,FALSE,0
a6b779,N5317H  ,United States,1759789098,1759789098,-118.149,34.7344,3215.64,FALSE,62.28,277.59,0.33,3253.74,,FALSE,0
3c6701,DLH494  ,Germany,1759789098,1759789098,-69.9405,47.6637,12192,FALSE,229.37,248.56,0.33,12580.62,2403,FALSE,0
0d0b10,VOI341  ,Mexico,1759789098,1759789098,-97.9754,18.1609,10050.78,FALSE,203.38,296.44,-5.2,10690.86,,FALSE,0
3c6706,DLH732  ,Germany,1759789098,1759789098,39.3003,41.9791,11277.6,FALSE,274.78,99.37,0,11681.46,,FALSE,0
3c6705,DLH769  ,Germany,1759789098,1759789098,54.1872,25.5582,11582.4,FALSE,254.77,288,0,12306.3,4027,FALSE,0
3c6708,DLH768  ,Germany,1759789097,1759789098,29.7183,43.1155,11277.6,FALSE,263.92,120.06,-0.33,11498.58,6406,FALSE,0
a71ded,JBU1252 ,United States,1759789098,1759789098,-78.6627,34.2752,11285.22,FALSE,232.95,46.97,0,11910.06,3636,FALSE,0
ad3b95,OUA19   ,United States,1759789098,1759789098,-97.3588,35.142,1371.6,FALSE,53.5,133.05,1.95,1402.08,,FALSE,0
a8941f,N65192  ,United States,1759788922,1759788932,-115.2023,36.2102,,TRUE,0,323.44,,,,FALSE,0
a7d754,JIA5447 ,United States,1759789098,1759789098,-77.6992,38.501,3375.66,FALSE,179.81,211.19,14.31,3596.64,,FALSE,0
a1fc3b,ENY3590 ,United States,1759789098,1759789098,-97.4982,33.2956,2598.42,FALSE,126.97,126.27,-5.2,2712.72,431,FALSE,0
a45c17,0,United States,1759789097,1759789098,-120.774,40.1565,12496.8,FALSE,232.39,172.62,0,12885.42,1572,FALSE,0
3c6711,DLH772  ,Germany,1759788658,1759789098,27.1789,44.3055,11277.6,FALSE,264.81,116.66,0,11445.24,1734,FALSE,0
a0dc5b,N1547C  ,United States,1759789098,1759789098,-119.4677,34.2998,2316.48,FALSE,73.44,114.41,-0.33,2339.34,,FALSE,0
3c6710,DLH491  ,Germany,1759789098,1759789098,-115.0537,50.7215,11277.6,FALSE,254.01,65.98,0,11521.44,,FALSE,0
3c6717,DLH437  ,Germany,1759789098,1759789098,-76.97,45.535,11887.2,FALSE,278.22,60.78,0,12268.2,2243,FALSE,0
3c6716,DLH5Y   ,Germany,1759789098,1759789098,-115.355,34.8542,11132.82,FALSE,226.4,200.21,-4.88,11521.44,3310,FALSE,0
a2f9f5,N291HW  ,United States,1759789098,1759789098,-72.8479,40.84,228.6,FALSE,27.27,234.21,0,289.56,,FALSE,0
3c6719,DLH2C   ,Germany,1759789098,1759789098,-78.0774,44.9615,12131.04,FALSE,216.08,250.53,-4.23,12512.04,732,FALSE,0
3c6718,DLH726  ,Germany,1759788382,1759789098,27.2743,44.1946,11277.6,FALSE,263.89,117.01,0.33,11437.62,1733,FALSE,0
a21c4c,ENY3679 ,United States,1759789098,1759789098,-84.2362,33.6815,8839.2,FALSE,245.39,79.49,0,9372.6,5173,FALSE,0
a82aa8,SKW5268 ,United States,1759789088,1759789088,-104.6681,39.8604,,TRUE,1.8,213.75,,,316,FALSE,0
0d0b1d,XAOOI   ,Mexico,1759789098,1759789098,-106.1979,34.6537,11879.58,FALSE,282.66,92.29,0.33,12420.6,,FALSE,0
a70ac4,N553CB  ,United States,1759789098,1759789098,-85.1733,27.9059,10058.4,FALSE,240.02,107.08,0,10668,5056,FALSE,0
a030a8,RPA4804 ,United States,1759789098,1759789098,-77.4626,36.6298,4206.24,FALSE,185.88,230.05,-7.15,4450.08,1172,FALSE,0
0d0b35,VOI7831 ,Mexico,1759789098,1759789098,-98.2372,29.343,11582.4,FALSE,225.01,213.44,0,12291.06,6507,FALSE,0
a22f4a,N24SV   ,United States,1759789098,1759789098,-93.3558,37.7476,13106.4,FALSE,185.91,207.35,0,13655.04,,FALSE,0
a426a5,DAL2050 ,United States,1759789098,1759789098,-81.4153,39.6258,10675.62,FALSE,244.5,28.67,0,11186.16,2027,FALSE,0
a6a45e,EJA527  ,United States,1759788795,1759788795,-84.4248,39.0994,,TRUE,5.66,334.69,,,5775,FALSE,0
a7c446,N6TR    ,United States,1759789098,1759789098,-99.6266,30.6604,7391.4,FALSE,214.91,119.39,-2.6,7833.36,,FALSE,0
4951f0,TAP209K ,Portugal,1759789091,1759789091,-64.0873,43.6493,12192,FALSE,236.31,257.81,0,12664.44,,FALSE,0
e48053,TAM3210 ,Brazil,1759789098,1759789098,-47.1451,-22.1757,7719.06,FALSE,221.93,352.81,2.28,8176.26,,FALSE,0
a8943d,,United States,1759789072,1759789072,-117.5371,47.6214,,TRUE,6.94,225,,,,FALSE,0
3c670c,DLH714  ,Germany,1759789098,1759789098,139.7879,35.2861,1371.6,FALSE,98.45,345.17,-5.53,1501.14,4260,FALSE,0
a95db5,N702TR  ,United States,1759789098,1759789098,-75.7082,42.5335,9364.98,FALSE,261.32,100.78,-7.48,9776.46,651,FALSE,0
ac9709,DAL2323 ,United States,1759789098,1759789098,-90.1755,35.0721,10668,FALSE,260.66,47.24,0.33,11262.36,6430,FALSE,0
a6eacf,,United States,,1759789096,,,,FALSE,0,81.56,,,,FALSE,0
a7d775,TWY85   ,United States,1759789097,1759789097,-104.7204,38.8069,,TRUE,0,180,,,,FALSE,0
a296e5,N266SP  ,United States,1759788961,1759788961,-105.015,40.4602,,TRUE,7.72,340.31,,,,FALSE,0
40808c,VIR36VL ,United Kingdom,1759789098,1759789098,-81.3179,29.1507,5288.28,FALSE,203.49,356.96,6.83,5570.22,,FALSE,0
7c4927,QFA12   ,Australia,1759789098,1759789098,151.1727,-33.9414,,TRUE,7.2,348.75,,,2745,FALSE,0
e49390,AZU2974 ,Brazil,1759788965,1759788965,-39.9389,-17.4282,7391.4,FALSE,228.33,49.2,-21.13,7886.7,,FALSE,0
7c4928,QFA1    ,Australia,1759789098,1759789098,54.4739,24.5682,10972.8,FALSE,251.67,306.94,0.33,11658.6,3523,FALSE,0
a5caea,N4720K  ,United States,1759789098,1759789098,-97.4316,32.6357,1341.12,FALSE,62.9,266.25,1.3,1402.08,1200,FALSE,0
4951cb,TAP31TY ,Portugal,1759789098,1759789098,-8.7293,41.4306,868.68,FALSE,92.42,168.44,-3.25,1036.32,532,FALSE,0
4951cc,TAP1022 ,Portugal,1759789098,1759789098,-8.1958,39.1513,6987.54,FALSE,239.07,64.37,6.5,7437.12,4401,FALSE,0
4951cd,TAP828  ,Portugal,1759789098,1759789098,4.238,44.66,11582.4,FALSE,241.15,69.13,-0.33,12169.14,2215,FALSE,0
7c4929,QFA2    ,Australia,1759789098,1759789098,22.9198,46.1663,10668,FALSE,254.35,118.38,0,10683.24,2224,FALSE,0
ab64af,,United States,1759788862,1759788862,-112.3673,33.4291,,TRUE,3.86,36.56,,,,FALSE,0
aa7a1f,RPA3566 ,United States,1759789098,1759789098,-82.5377,39.8913,1463.04,FALSE,144.53,355.3,-10.4,1554.48,1324,FALSE,0
a150f7,EJA184  ,United States,1759789098,1759789098,-80.4556,39.8857,6957.06,FALSE,199.86,264.98,-8.13,7292.34,7434,FALSE,0
a666cd,SKW4944 ,United States,1759789098,1759789098,-118.9529,44.6369,8999.22,FALSE,231.51,180.51,4.23,9296.4,,FALSE,0
7c7f7c,ZGU     ,Australia,1759789096,1759789096,150.6772,-34.0423,106.68,FALSE,38.29,239.3,4.23,152.4,,FALSE,0
ace7aa,SWA4194 ,United States,1759789098,1759789098,-114.5633,35.8139,4876.8,FALSE,174.98,262.23,0,5029.2,,FALSE,0
a83f30,QXE2107 ,United States,1759789098,1759789098,-119.737,35.3414,7597.14,FALSE,202.27,117.74,5.2,7886.7,,FALSE,0
aa44d0,UAL956  ,United States,1759789094,1759789096,-74.1678,40.7009,,TRUE,0,95.62,,,,FALSE,0
a4bf81,N405DB  ,United States,1759789098,1759789098,-118.3435,33.8185,541.02,FALSE,48.88,178.79,0.98,472.44,,FALSE,0
c02ec1,ACA35   ,Canada,1759789098,1759789098,153.1074,-27.4218,99.06,FALSE,81.45,27.05,-4.55,190.5,,FALSE,0
a5cc37,UAL1103 ,United States,1759789098,1759789098,-96.27,19.8409,11277.6,FALSE,244.42,128.08,0,11978.64,,FALSE,0
a5cc35,UAL604T ,United States,1759789098,1759789098,-95.1885,39.3194,10668,FALSE,275.82,84.86,0.33,11087.1,1324,FALSE,0
a916b1,N685KF  ,United States,1759789098,1759789098,-86.2018,42.9172,4823.46,FALSE,179.68,255.41,0.33,4991.1,,FALSE,0
7c6c53,VOZ306  ,Australia,1759789098,1759789098,144.9945,-37.6706,777.24,FALSE,86.52,272.73,-3.9,807.72,1142,FALSE,0
7c6c52,VOZ313  ,Australia,1759789058,1759789097,146.9046,-35.4312,11277.6,FALSE,248.9,38.62,0,11529.06,1456,FALSE,0
a4ac3b,N40VZ   ,United States,1759788903,1759788934,-97.5939,32.5986,373.38,FALSE,37.17,184.76,-2.28,434.34,2357,TRUE,0
aa44ad,,United States,1759788944,1759788944,-71.596,38.1323,9753.6,FALSE,231.87,312.93,0,10180.32,,FALSE,0
7582f5,PAL659  ,Philippines,1759789098,1759789098,100.8006,13.6573,11887.2,FALSE,227.17,99.12,0.33,12588.24,417,FALSE,0
abfd23,SWA2003 ,United States,1759789098,1759789098,-92.2921,41.3354,11582.4,FALSE,194.68,267.27,0,11978.64,2555,FALSE,0
ac97e4,AAL1915 ,United States,1759789098,1759789098,-97.0097,33.2544,2065.02,FALSE,110.6,229.72,-6.83,2156.46,2774,FALSE,0
7c6c56,VOZ1293 ,Australia,1759789052,1759789059,145.1025,-34.6704,11574.78,FALSE,220.69,3.88,0.33,11849.1,1436,FALSE,0
a3f3dc,EDV4813 ,United States,1759789098,1759789098,-85.2327,34.9771,845.82,FALSE,99.04,203.9,8.78,922.02,,FALSE,0
ac0a22,AAL2805 ,United States,1759789098,1759789098,-78.089,39.4511,4404.36,FALSE,190.34,90,-3.58,4632.96,3054,FALSE,0
abea11,AAL1812 ,United States,1759789098,1759789098,-85.6892,21.5319,11277.6,FALSE,237.85,50.35,0,11971.02,,FALSE,0
7c7f5a,ZFW     ,Australia,1759789098,1759789098,144.754,-37.953,297.18,FALSE,56.78,72.06,-0.33,327.66,1200,FALSE,0
ae14a6,MNTNA11 ,United States,1759789098,1759789098,-98.0023,27.7405,281.94,FALSE,63.01,346.3,2.28,251.46,,FALSE,0
a7e9de,NDU609  ,United States,1759789051,1759789051,-111.6447,33.2936,525.78,FALSE,37.1,315,-3.9,487.68,,FALSE,0
40820e,EXS2AN  ,United Kingdom,1759789098,1759789098,23.7705,41.0313,9753.6,FALSE,250.47,327.58,0,9890.76,3240,FALSE,0
c0853f,ACA464  ,Canada,1759789098,1759789098,-79.6688,43.5648,1638.3,FALSE,134.83,129.58,10.08,1706.88,6327,FALSE,0
ae14a2,MNTNA44 ,United States,1759789097,1759789097,-97.5838,27.8405,541.02,FALSE,61.48,134.66,-4.23,533.4,,FALSE,0
40820f,EXS82FT ,United Kingdom,1759789098,1759789098,28.6973,41.4111,9768.84,FALSE,246.72,331.89,0,10058.4,5360,FALSE,0
a57c74,N4524F  ,United States,1759789093,1759789093,-75.5523,38.5267,1630.68,FALSE,54.34,341.22,2.28,1744.98,,FALSE,0
a2e6dd,OXF3175 ,United States,1759789098,1759789098,-112.0243,33.5419,1165.86,FALSE,52,182.27,-0.98,1120.14,,FALSE,0
a83f56,SKW6389 ,United States,1759789098,1759789098,-79.5055,42.4903,11277.6,FALSE,251.57,89.77,0,11734.8,6531,FALSE,0
c01bc8,TOR800  ,Canada,1759789095,1759789095,-115.4263,42.6967,11277.6,FALSE,249.83,164.96,0,11597.64,,FALSE,0
a283f4,AAY1338 ,United States,1759789098,1759789098,-81.2456,31.9601,10668,FALSE,230.33,11.34,0.33,11285.22,2671,FALSE,0
7c7f70,ZGI     ,Australia,1759789098,1759789098,144.4448,-37.7352,205.74,FALSE,31.19,283.35,-1.63,228.6,1200,FALSE,0
710411,SVA118  ,Saudi Arabia,1759789098,1759789098,7.6043,47.4531,11277.6,FALSE,290.11,151.16,-0.33,11734.8,1157,FALSE,0
a3f3ed,N354CT  ,United States,1759789098,1759789098,-98.0507,30.017,1630.68,FALSE,39.37,353.25,-0.98,1699.26,511,FALSE,0
a34f7f,AAY1058 ,United States,1759789098,1759789098,-82.6705,29.2565,7520.94,FALSE,244.2,352.86,3.9,7985.76,,FALSE,0
abfd39,SWA553  ,United States,1759789098,1759789098,-99.4771,35.2177,11277.6,FALSE,278.21,84.16,0,11833.86,,FALSE,0
c08537,ACA778  ,Canada,1759789098,1759789098,-102.7399,41.1405,10668,FALSE,268.85,66.43,0,10927.08,1315,FALSE,0
408213,EXS944  ,United Kingdom,1759789098,1759789098,22.7104,42.5272,10363.2,FALSE,251.23,333.49,0,10462.26,5623,FALSE,0
a2d3b3,SWA2929 ,United States,1759789098,1759789098,-76.696,38.1633,6134.1,FALSE,217.04,158.3,12.03,6446.52,,FALSE,0
a1fc56,CXK207  ,United States,1759789098,1759789098,-76.026,39.8411,1440.18,FALSE,57.8,57.72,-0.33,1516.38,,FALSE,0
a6c9ed,N5366M  ,United States,1759789098,1759789098,-123.1762,45.6244,1539.24,FALSE,48.22,219.81,-0.98,1592.58,,FALSE,0
a1fc3f,N227NS  ,United States,1759789098,1759789098,-82.2519,29.9576,7010.4,FALSE,137.07,187.77,0.33,7429.5,1501,FALSE,0
a95f10,N7025N  ,United States,1759789098,1759789098,-118.1626,33.5676,213.36,FALSE,66.4,247.21,0,160.02,,FALSE,0
a7d6b1,CXK179  ,United States,1759789098,1759789098,-86.8749,33.1324,1485.9,FALSE,50.64,339.17,0,1562.1,,FALSE,0
ac84cc,N9055F  ,United States,1759789098,1759789098,-162.3113,66.6957,1623.06,FALSE,87.92,155.08,0,1493.52,,FALSE,0
c821ba,ANZ180M ,New Zealand,1759789097,1759789098,175.6852,-40.3304,632.46,FALSE,62.93,355.78,-6.83,518.16,,FALSE,0
a5cc3c,UAL1440 ,United States,1759789098,1759789098,-103.279,39.445,8130.54,FALSE,238.62,110.31,7.8,8389.62,1420,FALSE,0
a809f5,NKS1392 ,United States,1759789098,1759789098,-81.106,29.7756,11209.02,FALSE,241.32,165.43,5.53,11856.72,761,FALSE,0
e49329,AZU4433 ,Brazil,1759789087,1759789087,-36.5552,-7.4157,11003.28,FALSE,238.34,109.02,-14.96,11689.08,,FALSE,0
ac84e7,N90558  ,United States,1759789098,1759789098,-123.085,45.5138,1188.72,FALSE,54.93,326.46,-1.3,1234.44,,FALSE,0
abfd66,SWA2669 ,United States,1759789098,1759789098,-87.6497,31.6105,11887.2,FALSE,236.64,54.82,0,12580.62,6457,FALSE,0
ae14ac,MNTNA40 ,United States,1759789077,1759789077,-97.204,26.6337,2026.92,FALSE,101.94,284.32,18.86,2110.74,,FALSE,0
a390ed,DAL1277 ,United States,1759789098,1759789098,-114.976,35.9137,11574.78,FALSE,217.08,227.88,0,11986.26,525,FALSE,0
a5df10,UCM478  ,United States,1759789098,1759789098,-93.7608,38.9978,1470.66,FALSE,40.68,279.46,2.6,1524,,FALSE,0
a8e495,EJA672  ,United States,1759789096,1759789098,-80.5815,32.4256,2865.12,FALSE,149.63,22.86,12.68,3017.52,,FALSE,0
4b5da3,TE22    ,Switzerland,1759789085,1759789092,8.5559,47.4542,,TRUE,0.06,177.19,,,,FALSE,0
39e68c,AFR7524 ,France,1759789098,1759789098,0.0255,48.9105,8839.2,FALSE,217.98,263.5,0,9334.5,1000,FALSE,0
a7619b,SKW5484 ,United States,1759789098,1759789098,-87.129,38.1077,10058.4,FALSE,231.21,175.41,0.33,10538.46,6254,FALSE,0
ae4a12,BB137   ,United States,1759788825,1759788828,-87.1168,30.8579,723.9,FALSE,107.8,265.89,-0.65,777.24,,FALSE,0
348049,SWT1811 ,Spain,1759789098,1759789098,6.4417,50.7868,4655.82,FALSE,131.47,58.11,-5.53,4899.66,3370,FALSE,0
a546c9,RPA4525 ,United States,1759789091,1759789091,-87.9197,41.9674,,TRUE,13.89,270,,,40,FALSE,0
3c7889,NGN901P ,Germany,1759789098,1759789098,-21.3859,63.7452,6522.72,FALSE,207.4,112.3,12.35,6141.72,2362,FALSE,0
e4932b,AZU4076 ,Brazil,1759788878,1759788878,-53.6958,-14.4803,11894.82,FALSE,216.05,140.7,0,12588.24,,FALSE,0
3c654d,LHX1FW  ,Germany,1759789073,1759789074,-2.2793,53.3656,,TRUE,0.9,45,,,615,FALSE,0
a76192,AMF1918 ,United States,1759789098,1759789098,-122.7588,45.3353,2712.72,FALSE,129.02,193.37,-1.3,2819.4,,FALSE,0
7c6c96,JST753  ,Australia,1759789097,1759789097,149.8985,-37.1141,10363.2,FALSE,222.67,196.51,0,10553.7,1006,FALSE,0
a9047f,PXT680  ,United States,1759789098,1759789098,-118.8134,35.3878,11826.24,FALSE,224.18,331.79,5.2,12207.24,,FALSE,0
7c10e2,DMC     ,Australia,1759789098,1759789098,151.0629,-33.6108,213.36,FALSE,22.55,325.22,-1.63,274.32,,FALSE,0
40825f,EXS57MA ,United Kingdom,1759789098,1759789098,18.3998,47.4416,10972.8,FALSE,229.74,294.61,-0.33,11041.38,5350,FALSE,0
7c7f9f,ZHT     ,Australia,1759789098,1759789098,144.4329,-37.7301,624.84,FALSE,46.92,15.26,-2.6,632.46,1200,FALSE,0
3c6569,DLH409  ,Germany,1759789097,1759789098,-64.4042,49.5401,11887.2,FALSE,256.29,42.72,0,12275.82,7455,FALSE,0
a71f1f,N558WH  ,United States,1759789042,1759789042,-82.9688,31.3618,510.54,FALSE,81.71,38.1,-1.95,601.98,,FALSE,0
a17807,N194LF  ,United States,1759789098,1759789098,-95.6897,29.5166,807.72,FALSE,87.9,295.67,2.28,822.96,,FALSE,0
4b5dc0,ZUERI17 ,Switzerland,1759789077,1759789085,8.57,47.4577,,TRUE,0.06,78.75,,,,FALSE,0
a05821,N121HJ  ,United States,1759788999,1759788999,-115.0785,43.898,5471.16,FALSE,182.79,124.45,-10.73,5692.14,1550,FALSE,0
a05827,RPA4706 ,United States,1759789098,1759789098,-86.871,42.1047,2407.92,FALSE,154.36,1.15,-0.33,2506.98,3105,FALSE,0
abb4ea,SWA976  ,United States,1759789098,1759789098,-97.6588,35.304,1447.8,FALSE,124.13,251.64,13,1478.28,,FALSE,0
3c6561,OCN659  ,Germany,1759789098,1759789098,-82.6873,30.3381,9730.74,FALSE,250.02,0.35,4.55,10309.86,,FALSE,0
c02eb9,ACA112  ,Canada,1759789039,1759789072,-91.908,48.7611,11887.2,FALSE,280.19,106.21,0,11894.82,2751,FALSE,0
c08509,ACA308  ,Canada,1759789098,1759789098,-97.1112,49.3188,11887.2,FALSE,287.48,94.62,-0.65,11887.2,7736,FALSE,0
ae4a20,RNGR765 ,United States,1759789098,1759789098,-96.4777,30.3416,1508.76,FALSE,99.54,9.22,1.3,1562.1,,FALSE,0
ac0a75,RPA5707 ,United States,1759789098,1759789098,-86.6788,36.1286,,TRUE,7.46,132.19,,,,FALSE,0
acd4d7,DAL2203 ,United States,1759788865,1759788865,-93.165,44.8687,342.9,FALSE,78.7,301.09,-4.55,381,7442,FALSE,0
7c6c5a,VHVOS   ,Australia,1759789098,1759789098,153.4214,-27.7869,426.72,FALSE,33.71,195.95,0.65,533.4,,FALSE,0
a5cc19,UAL1004 ,United States,1759789098,1759789098,-82.4134,28.0703,1882.14,FALSE,141.5,181.04,-5.53,1973.58,4046,FALSE,0
39e692,0,France,1759789092,1759789098,-2.2888,53.3683,,TRUE,0,132.19,,,7553,FALSE,0
a5cc12,UAL1417 ,United States,1759789098,1759789098,-104.7409,39.4124,3451.86,FALSE,134.83,48.4,-6.83,3558.54,6713,FALSE,0
3c656f,OCN11   ,Germany,1759789098,1759789098,-114.5445,41.9804,11582.4,FALSE,248.76,201.47,0,11902.44,,FALSE,0
39e697,AFR1462 ,France,1759789091,1759789096,17.927,59.6444,,TRUE,0,50.62,,,,FALSE,0
3c656e,DLH469  ,Germany,1759789098,1759789098,-95.6885,35.0734,10668,FALSE,266.43,28.99,0,11239.5,2430,FALSE,0
3c656c,DLH445  ,Germany,1759789098,1759789098,-79.1496,46.1273,11277.6,FALSE,264.05,23.42,0,11628.12,3165,FALSE,0
a390d6,N404HG  ,United States,1759789098,1759789098,-101.0114,32.8818,11887.2,FALSE,270.93,112.08,0,12519.66,742,FALSE,0
ae14d6,BUCKO3  ,United States,1759788999,1759788999,-98.8543,34.2872,1661.16,FALSE,147.73,255.48,-2.28,1737.36,,FALSE,0
acd4cb,N926DM  ,United States,1759789098,1759789098,-76.4915,38.2803,2354.58,FALSE,87.46,216.87,0,2491.74,,FALSE,0
a8d160,N66756  ,United States,1759788986,1759788986,-82.1806,29.8368,1402.08,FALSE,34.21,102.15,-3.9,1478.28,,FALSE,0
a4bf4d,N405B   ,United States,1759789097,1759789098,-155.6947,59.4487,1447.8,FALSE,65.41,50.43,4.55,1394.46,,FALSE,0
a69c14,LXJ525  ,United States,1759789098,1759789098,-98.7681,37.3913,13716,FALSE,267.11,105.64,0,14218.92,3532,FALSE,0
ae4a27,RN158   ,United States,1759789098,1759789098,-85.6139,31.4605,868.68,FALSE,81.54,137.05,-3.58,944.88,,FALSE,0
3c6572,DLH631  ,Germany,1759789098,1759789098,49.6223,27.828,11582.4,FALSE,240.95,321.59,0,12336.78,545,FALSE,0
e49311,AZU2652 ,Brazil,1759789097,1759789097,-42.8774,-22.7091,3672.84,FALSE,159.34,44.48,13.33,3855.72,,FALSE,0
a400b2,VJA357  ,United States,1759789098,1759789098,-117.8542,33.6989,190.5,FALSE,65.82,207.97,-4.23,121.92,,FALSE,0
e49312,AZU4577 ,Brazil,1759789098,1759789098,-45.0672,-15.8736,11582.4,FALSE,202.93,173.6,-0.33,12207.24,,FALSE,0
40823c,EXS97UE ,United Kingdom,1759789098,1759789098,23.7078,40.2691,10965.18,FALSE,246.23,323.75,0,11163.3,6624,FALSE,0
40823d,EXS29JF ,United Kingdom,1759789098,1759789098,8.0292,50.1911,11574.78,FALSE,206.26,292.28,0,12001.5,3223,FALSE,0
acc23f,DAL766  ,United States,1759789098,1759789098,-96.8896,41.2122,10363.2,FALSE,196.57,259.75,0,10683.24,1034,FALSE,0
adf567,N999PR  ,United States,1759789098,1759789098,-116.924,33.7449,11330.94,FALSE,227.45,91.43,6.18,11750.04,,FALSE,0
a880c8,RPA3507 ,United States,1759789098,1759789098,-78.8621,36.116,10668,FALSE,236.1,35.42,0,11216.64,3570,FALSE,0
aba263,N849MH  ,United States,1759788968,1759788969,-115.1689,36.0826,670.56,FALSE,2.77,21.8,-0.33,647.7,,FALSE,0
a0454a,N1163M  ,United States,1759789098,1759789098,-98.5268,26.4926,6484.62,FALSE,128.87,321.48,10.4,6896.1,,FALSE,0
a94c85,N699DW  ,United States,1759789097,1759789097,-75.6184,41.0416,1905,FALSE,51.59,350.82,-0.65,2011.68,,FALSE,0
3c64a1,DLH3UV  ,Germany,1759789098,1759789098,24.6349,60.3898,1066.8,FALSE,141.41,55.67,-7.8,1112.52,3747,FALSE,0
